100249520   OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  GRAS  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  GRAS  
100249520   0     .8    0     0     .9    0     0     1     0     0     1     0     0     1.1   0     0     1.2   0     0     1.2   0     0     1.3   0     0     1.5   0     0     1.6   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     .5    0     0     .6    0     0     .6    0     0     .6    0     0     .6    0     0     .7    0     0     .7    0     0     .8    0     0     .9    0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     7.7   0     0     7.6   0     0     9     0     0     9.3   0     0     10.1  0     0     10.2  0     0     10.7  0     0     9.8   0     0     10.1  0     0     11.9  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   15.7  13.3  13.3  13.4  14    13.5  13.5  13.8  13.8  14.6  14    14.1  14    14.1  14.8  14.1  14    14.2  14    14.8  14    13.9  13.6  13.6  14    13.4  13.4  13.5  13.5  14    13.3  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   SSWH  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  GRAS  
100249520   43.4  54    41.2  28.8  58.7  46.3  32.4  64    54.7  39    67.8  63.4  44.4  69.1  68.1  47.8  70.6  73.9  51.8  71.5  77.4  52.4  66.4  71.2  44    60.6  63    38.3  55    54.7  36.5  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .6    .8    .6    .4    .8    .7    .5    .9    .8    .6    1     .9    .6    1     1     .7    1     1     .7    1     1.1   .7    .9    1     .6    .9    .9    .5    .8    .8    .5    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .2    0     .2    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .4    0     0     .4    0     0     .4    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .1    0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   1     0     1     0     0     1     0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.2   0     0     1.2   0     0     1.6   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .9    0     .9    0     0     1     0     0     1.1   0     0     1.1   0     0     1.1   0     0     1.2   0     0     1.2   0     0     1.4   0     0     1.5   0     0     1.4   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .6    0     .5    0     0     .6    0     0     .7    0     0     .7    0     0     .7    0     0     .8    0     0     .7    0     0     .9    0     0     .9    0     0     .9    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   7.7   0     7.8   0     0     8.3   0     0     9.6   0     0     10.3  0     0     10.1  0     0     10.6  0     0     10.1  0     0     9.8   0     0     9.9   0     0     12.6  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   15.7  13.3  13.3  13.4  14    13.5  13.5  13.8  13.8  14.6  14    14.1  14    14.1  14.8  14.1  14    14.2  14    14.8  14    13.9  13.6  13.6  14    13.4  13.4  13.5  13.5  14    13.3  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  GRAS  
100249520   23.2  54    41.2  28.8  58.7  46.3  32.4  64    54.7  39    67.8  63.4  44.4  69.1  68.1  47.8  70.6  73.9  51.8  71.5  77.4  52.4  66.4  71.2  44    60.6  63    38.3  55    54.7  36.5  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .3    .8    .6    .4    .8    .7    .5    .9    .8    .6    1     .9    .6    1     1     .7    1     1     .7    1     1.1   .7    .9    1     .6    .9    .9    .5    .8    .8    .5    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .2    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .4    0     0     .4    0     0     .4    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     1     0     0     1     0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.2   0     0     1.2   0     0     1.6   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .9    0     0     1     0     0     1.1   0     0     1.1   0     0     1.1   0     0     1.2   0     0     1.2   0     0     1.4   0     0     1.5   0     0     1.4   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .5    0     0     .6    0     0     .7    0     0     .7    0     0     .7    0     0     .8    0     0     .7    0     0     .9    0     0     .9    0     0     .9    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     7.8   0     0     8.3   0     0     9.6   0     0     10.3  0     0     10.1  0     0     10.6  0     0     10.1  0     0     9.8   0     0     9.9   0     0     12.6  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   15.7  13.3  13.3  13.4  14    13.5  13.5  13.8  13.8  14.6  14    14.1  14    14.1  14.8  14.1  14    14.2  14    14.8  14    13.9  13.6  13.6  14    13.4  13.4  13.5  13.5  14    13.3  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  GRAS  
100249520   50.9  39.5  27.7  57.4  44.3  31.1  62.4  51.4  37    66.8  60.9  43.2  68.7  66.8  46.1  70.1  72.1  50.2  71.6  77.5  52.8  68.2  74    47    62.2  65.7  39.3  56.8  57.6  36.1  53.2  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .7    .6    .4    .8    .6    .4    .9    .7    .5    .9    .9    .6    1     .9    .7    1     1     .7    1     1.1   .7    1     1.1   .7    .9    .9    .6    .8    .8    .5    .8    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     .2    0     0     .2    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .4    0     0     .4    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     1     0     0     .9    0     0     1.1   0     0     1.1   0     0     1.3   0     0     1.3   0     0     1.3   0     0     1.2   0     0     1.3   0     0     1.5   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     .8    0     0     .9    0     0     1     0     0     1     0     0     1.1   0     0     1.2   0     0     1.2   0     0     1.3   0     0     1.5   0     0     1.6   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     .5    0     0     .6    0     0     .6    0     0     .6    0     0     .6    0     0     .7    0     0     .7    0     0     .8    0     0     .9    0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     7.7   0     0     7.6   0     0     9     0     0     9.3   0     0     10.1  0     0     10.2  0     0     10.7  0     0     9.8   0     0     10.1  0     0     11.9  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   15.7  13.3  13.3  13.4  14    13.5  13.5  13.8  13.8  14.6  14    14.1  14    14.1  14.8  14.1  14    14.2  14    14.8  14    13.9  13.6  13.6  14    13.4  13.4  13.5  13.5  14    13.3  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  GRAS  
100249520   23.2  54    41.2  28.8  58.7  46.3  32.4  64    54.7  39    67.8  63.4  44.4  69.1  68.1  47.8  70.6  73.9  51.8  71.5  77.4  52.4  66.4  71.2  44    60.6  63    38.3  55    54.7  36.5  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .3    .8    .6    .4    .8    .7    .5    .9    .8    .6    1     .9    .6    1     1     .7    1     1     .7    1     1.1   .7    .9    1     .6    .9    .9    .5    .8    .8    .5    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .2    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .4    0     0     .4    0     0     .4    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     1     0     0     1     0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.2   0     0     1.2   0     0     1.6   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .9    0     0     1     0     0     1.1   0     0     1.1   0     0     1.1   0     0     1.2   0     0     1.2   0     0     1.4   0     0     1.5   0     0     1.4   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .5    0     0     .6    0     0     .7    0     0     .7    0     0     .7    0     0     .8    0     0     .7    0     0     .9    0     0     .9    0     0     .9    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     7.8   0     0     8.3   0     0     9.6   0     0     10.3  0     0     10.1  0     0     10.6  0     0     10.1  0     0     9.8   0     0     9.9   0     0     12.6  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   15.7  13.3  13.3  13.4  14    13.5  13.5  13.8  13.8  14.6  14    14.1  14    14.1  14.8  14.1  14    14.2  14    14.8  14    13.9  13.6  13.6  14    13.4  13.4  13.5  13.5  14    13.3  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  OCER  SBAR  WRYE  GRAS  
100249520   23.2  54    41.2  28.8  58.7  46.3  32.4  64    54.7  39    67.8  63.4  44.4  69.1  68.1  47.8  70.6  73.9  51.8  71.5  77.4  52.4  66.4  71.2  44    60.6  63    38.3  55    54.7  36.5  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   .3    .8    .6    .4    .8    .7    .5    .9    .8    .6    1     .9    .6    1     1     .7    1     1     .7    1     1.1   .7    .9    1     .6    .9    .9    .5    .8    .8    .5    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .2    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .3    0     0     .4    0     0     .4    0     0     .4    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     .1    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     1     0     0     1     0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.3   0     0     1.2   0     0     1.2   0     0     1.2   0     0     1.6   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .9    0     0     1     0     0     1.1   0     0     1.1   0     0     1.1   0     0     1.2   0     0     1.2   0     0     1.4   0     0     1.5   0     0     1.4   0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     .5    0     0     .6    0     0     .7    0     0     .7    0     0     .7    0     0     .8    0     0     .7    0     0     .9    0     0     .9    0     0     .9    0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
100249520   0     0     7.8   0     0     8.3   0     0     9.6   0     0     10.3  0     0     10.1  0     0     10.6  0     0     10.1  0     0     9.8   0     0     9.9   0     0     12.6  0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
